,Country,Granularity,Year,Population
6149,Eritrea,Urban,2004,1163.933
6150,Eritrea,Total,2005,2826.659
6151,Eritrea,Male,2005,1410.329
6152,Eritrea,Female,2005,1416.324
6153,Eritrea,Rural,2005,2734.684
6154,Eritrea,Urban,2005,1234.323
6155,Eritrea,Total,2006,2918.205
6156,Eritrea,Male,2006,1456.46
6157,Eritrea,Female,2006,1461.749
6158,Eritrea,Rural,2006,2763.263
6159,Eritrea,Urban,2006,1303.385
6160,Eritrea,Total,2007,2996.536
6161,Eritrea,Male,2007,1495.914
6162,Eritrea,Female,2007,1500.626
6163,Eritrea,Rural,2007,2782.012
6164,Eritrea,Urban,2007,1371.32
6165,Eritrea,Total,2008,3062.779
6166,Eritrea,Male,2008,1529.322
6167,Eritrea,Female,2008,1533.46
6168,Eritrea,Rural,2008,2793.54
6169,Eritrea,Urban,2008,1439.096
6170,Eritrea,Total,2009,3119.92
6171,Eritrea,Male,2009,1558.278
6172,Eritrea,Female,2009,1561.642
6173,Eritrea,Rural,2009,2819.613
6174,Eritrea,Urban,2009,1490.721
6175,Eritrea,Total,2010,3170.435
6176,Eritrea,Male,2010,1584.072
6177,Eritrea,Female,2010,1586.365
6178,Eritrea,Rural,2010,2846.355
6179,Eritrea,Urban,2010,1544.485
6180,Eritrea,Total,2011,3213.972
6181,Eritrea,Male,2011,1606.564
6182,Eritrea,Female,2011,1607.405
6183,Eritrea,Rural,2011,2874.045
6184,Eritrea,Urban,2011,1600.645
6185,Eritrea,Total,2012,3250.1
6186,Eritrea,Male,2012,1625.505
6187,Eritrea,Female,2012,1624.599
6188,Eritrea,Rural,2012,2902.04
6189,Eritrea,Urban,2012,1658.937
6190,Eritrea,Total,2013,3281.449
6191,Eritrea,Male,2013,1642.103
6192,Eritrea,Female,2013,1639.35
6193,Eritrea,Rural,2013,2931.111
6194,Eritrea,Urban,2013,1719.887
6195,Eritrea,Total,2014,3311.449
6196,Eritrea,Male,2014,1657.953
6197,Eritrea,Female,2014,1653.491
6198,Eritrea,Rural,2014,2961.994
6199,Eritrea,Urban,2014,1784.051
6200,Eritrea,Total,2015,3342.818
6201,Eritrea,Male,2015,1674.33
6202,Eritrea,Female,2015,1668.488
6203,Eritrea,Rural,2015,2995.125
6204,Eritrea,Urban,2015,1851.851
6205,Eritrea,Total,2016,3376.557
6206,Eritrea,Male,2016,1691.699
6207,Eritrea,Female,2016,1684.859
6208,Eritrea,Rural,2016,3030.917
6209,Eritrea,Urban,2016,1923.728
6210,Eritrea,Total,2017,3412.893
6211,Eritrea,Male,2017,1710.203
6212,Eritrea,Female,2017,1702.691
6213,Eritrea,Rural,2017,3069.11
6214,Eritrea,Urban,2017,1999.721
6215,Eritrea,Total,2018,3452.786
6216,Eritrea,Male,2018,1730.376
6217,Eritrea,Female,2018,1722.421
6218,Eritrea,Rural,2018,3108.634
6219,Eritrea,Urban,2018,2079.314
6220,Estonia,Total,2000,1399.112
6221,Estonia,Male,2000,652.559
6222,Estonia,Female,2000,746.552
6223,Estonia,Rural,2000,428.571
6224,Estonia,Urban,2000,970.541
6225,Estonia,Total,2001,1391.73
6226,Estonia,Male,2001,649.228
6227,Estonia,Female,2001,742.511
6228,Estonia,Rural,2001,428.064
6229,Estonia,Urban,2001,963.665
6230,Estonia,Total,2002,1382.732
6231,Estonia,Male,2002,644.577
6232,Estonia,Female,2002,738.16
6233,Estonia,Rural,2002,427.045
6234,Estonia,Urban,2002,955.687
6235,Estonia,Total,2003,1372.909
6236,Estonia,Male,2003,639.222
6237,Estonia,Female,2003,733.682
6238,Estonia,Rural,2003,425.752
6239,Estonia,Urban,2003,947.157
6240,Estonia,Total,2004,1363.565
6241,Estonia,Male,2004,634.124
6242,Estonia,Female,2004,729.446
6243,Estonia,Rural,2004,424.589
6244,Estonia,Urban,2004,938.976
6245,Estonia,Total,2005,1355.648
6246,Estonia,Male,2005,629.986
6247,Estonia,Female,2005,725.664
6248,Estonia,Rural,2005,423.848
6249,Estonia,Urban,2005,931.8
6250,Estonia,Total,2006,1349.363
6251,Estonia,Male,2006,626.964
6252,Estonia,Female,2006,722.409
6253,Estonia,Rural,2006,423.584
6254,Estonia,Urban,2006,925.713
6255,Estonia,Total,2007,1344.296
6256,Estonia,Male,2007,624.789
6257,Estonia,Female,2007,719.506
6258,Estonia,Rural,2007,423.663
6259,Estonia,Urban,2007,920.409
6260,Estonia,Total,2008,1340.073
6261,Estonia,Male,2008,623.208
6262,Estonia,Female,2008,716.859
6263,Estonia,Rural,2008,424.008
6264,Estonia,Urban,2008,915.704
6265,Estonia,Total,2009,1336.135
6266,Estonia,Male,2009,621.824
6267,Estonia,Female,2009,714.316
6268,Estonia,Rural,2009,424.493
6269,Estonia,Urban,2009,911.337
6270,Estonia,Total,2010,1332.101
6271,Estonia,Male,2010,620.356
6272,Estonia,Female,2010,711.747
6273,Estonia,Rural,2010,425.023
6274,Estonia,Urban,2010,907.079
6275,Estonia,Total,2011,1327.709
6276,Estonia,Male,2011,618.644
6277,Estonia,Female,2011,709.057
6278,Estonia,Rural,2011,425.571
6279,Estonia,Urban,2011,902.878
6280,Estonia,Total,2012,1323.159
6281,Estonia,Male,2012,616.842
6282,Estonia,Female,2012,706.321
6283,Estonia,Rural,2012,424.323
6284,Estonia,Urban,2012,900.611
6285,Estonia,Total,2013,1319.062
6286,Estonia,Male,2013,615.34
6287,Estonia,Female,2013,703.728
6288,Estonia,Rural,2013,421.292
6289,Estonia,Urban,2013,900.268
6290,Estonia,Total,2014,1316.277
6291,Estonia,Male,2014,614.678
6292,Estonia,Female,2014,701.595
6293,Estonia,Rural,2014,418.329
6294,Estonia,Urban,2014,900.03
6295,Estonia,Total,2015,1315.325
6296,Estonia,Male,2015,615.225
6297,Estonia,Female,2015,700.105
6298,Estonia,Rural,2015,415.431
6299,Estonia,Urban,2015,899.89
6300,Estonia,Total,2016,1316.51
6301,Estonia,Male,2016,617.146
6302,Estonia,Female,2016,699.361
6303,Estonia,Rural,2016,412.594
6304,Estonia,Urban,2016,899.848
6305,Estonia,Total,2017,1319.39
6306,Estonia,Male,2017,620.172
6307,Estonia,Female,2017,699.217
6308,Estonia,Rural,2017,409.687
6309,Estonia,Urban,2017,899.945
6310,Estonia,Total,2018,1322.92
6311,Estonia,Male,2018,623.642
6312,Estonia,Female,2018,699.271
6313,Estonia,Rural,2018,406.671
6314,Estonia,Urban,2018,900.117
6315,Eswatini,Total,2000,1005.435
6316,Eswatini,Male,2000,483.483
6317,Eswatini,Female,2000,521.949
6318,Eswatini,Rural,2000,820.663
6319,Eswatini,Urban,2000,240.805
6320,Eswatini,Total,2001,1013.609
6321,Eswatini,Male,2001,486.799
6322,Eswatini,Female,2001,526.809
6323,Eswatini,Rural,2001,830.923
6324,Eswatini,Urban,2001,242.004
6325,Eswatini,Total,2002,1019.059
6326,Eswatini,Male,2002,488.284
6327,Eswatini,Female,2002,530.77
6328,Eswatini,Rural,2002,838.528
6329,Eswatini,Urban,2002,242.402
6330,Eswatini,Total,2003,1022.802
6331,Eswatini,Male,2003,488.594
6332,Eswatini,Female,2003,534.202
6333,Eswatini,Rural,2003,844.95
6334,Eswatini,Urban,2003,242.442
6335,Eswatini,Total,2004,1026.286
6336,Eswatini,Male,2004,488.676
6337,Eswatini,Female,2004,537.611
6338,Eswatini,Rural,2004,852.319
6339,Eswatini,Urban,2004,242.734
6340,Eswatini,Total,2005,1030.579
6341,Eswatini,Male,2005,489.231
6342,Eswatini,Female,2005,541.344
6343,Eswatini,Rural,2005,862.16
6344,Eswatini,Urban,2005,243.713
6345,Eswatini,Total,2006,1036.092
6346,Eswatini,Male,2006,490.496
6347,Eswatini,Female,2006,545.599
6348,Eswatini,Rural,2006,875.009
6349,Eswatini,Urban,2006,245.505
6350,Eswatini,Total,2007,1042.652
6351,Eswatini,Male,2007,492.38
6352,Eswatini,Female,2007,550.271
6353,Eswatini,Rural,2007,889.921
6354,Eswatini,Urban,2007,248.513
6355,Eswatini,Total,2008,1049.945
6356,Eswatini,Male,2008,494.964
6357,Eswatini,Female,2008,554.984
6358,Eswatini,Rural,2008,903.417
6359,Eswatini,Urban,2008,255.48
6360,Eswatini,Total,2009,1057.467
6361,Eswatini,Male,2009,498.233
6362,Eswatini,Female,2009,559.229
6363,Eswatini,Rural,2009,917.837
6364,Eswatini,Urban,2009,262.838
6365,Eswatini,Total,2010,1064.837
6366,Eswatini,Male,2010,502.186
6367,Eswatini,Female,2010,562.655
6368,Eswatini,Rural,2010,932.443
6369,Eswatini,Urban,2010,270.4
6370,Eswatini,Total,2011,1072.033
6371,Eswatini,Male,2011,506.888
6372,Eswatini,Female,2011,565.141
6373,Eswatini,Rural,2011,947.124
6374,Eswatini,Urban,2011,278.134
6375,Eswatini,Total,2012,1079.288
6376,Eswatini,Male,2012,512.379
6377,Eswatini,Female,2012,566.906
6378,Eswatini,Rural,2012,962.964
6379,Eswatini,Urban,2012,285.194
6380,Eswatini,Total,2013,1086.843
6381,Eswatini,Male,2013,518.539
6382,Eswatini,Female,2013,568.304
6383,Eswatini,Rural,2013,979.039
6384,Eswatini,Urban,2013,292.417
6385,Eswatini,Total,2014,1095.019
6386,Eswatini,Male,2014,525.208
6387,Eswatini,Female,2014,569.814
6388,Eswatini,Rural,2014,995.295
6389,Eswatini,Urban,2014,299.802
6390,Eswatini,Total,2015,1104.044
6391,Eswatini,Male,2015,532.23
6392,Eswatini,Female,2015,571.808
6393,Eswatini,Rural,2015,1011.681
6394,Eswatini,Urban,2015,307.33
6395,Eswatini,Total,2016,1113.997
6396,Eswatini,Male,2016,539.597
6397,Eswatini,Female,2016,574.397
6398,Eswatini,Rural,2016,1028.023
6399,Eswatini,Urban,2016,315.075
6400,Eswatini,Total,2017,1124.805
6401,Eswatini,Male,2017,547.278
6402,Eswatini,Female,2017,577.53
6403,Eswatini,Rural,2017,1044.238
6404,Eswatini,Urban,2017,323.016
6405,Eswatini,Total,2018,1136.281
6406,Eswatini,Male,2018,555.082
6407,Eswatini,Female,2018,581.192
6408,Eswatini,Rural,2018,1060.246
6409,Eswatini,Urban,2018,331.139
6410,Ethiopia,Total,2000,66224.804
6411,Ethiopia,Male,2000,33019.427
6412,Ethiopia,Female,2000,33205.382
6413,Ethiopia,Rural,2000,56730.042
6414,Ethiopia,Urban,2000,9807.289
6415,Ethiopia,Total,2001,68159.423
6416,Ethiopia,Male,2001,33985.254
6417,Ethiopia,Female,2001,34174.168
6418,Ethiopia,Rural,2001,58268.076
6419,Ethiopia,Urban,2001,10224.181
6420,Ethiopia,Total,2002,70142.091
6421,Ethiopia,Male,2002,34975.362
6422,Ethiopia,Female,2002,35166.728
6423,Ethiopia,Rural,2002,59839.634
6424,Ethiopia,Urban,2002,10657.558
6425,Ethiopia,Total,2003,72170.584
6426,Ethiopia,Male,2003,35988.523
6427,Ethiopia,Female,2003,36182.058
6428,Ethiopia,Rural,2003,61438.556
6429,Ethiopia,Urban,2003,11106.588
6430,Ethiopia,Total,2004,74239.505
6431,Ethiopia,Male,2004,37021.854
6432,Ethiopia,Female,2004,37217.654
6433,Ethiopia,Rural,2004,63054.369
6434,Ethiopia,Urban,2004,11570.036
6435,Ethiopia,Total,2005,76346.311
6436,Ethiopia,Male,2005,38074.078
6437,Ethiopia,Female,2005,38272.232
6438,Ethiopia,Rural,2005,64680.71
6439,Ethiopia,Urban,2005,12046.373
6440,Ethiopia,Total,2006,78489.206
6441,Ethiopia,Male,2006,39143.932
6442,Ethiopia,Female,2006,39345.273
6443,Ethiopia,Rural,2006,66314.612
6444,Ethiopia,Urban,2006,12536.077
6445,Ethiopia,Total,2007,80674.348
6446,Ethiopia,Male,2007,40234.804
6447,Ethiopia,Female,2007,40439.539
6448,Ethiopia,Rural,2007,67946.189
6449,Ethiopia,Urban,2007,13054.22
6450,Ethiopia,Total,2008,82916.235
6451,Ethiopia,Male,2008,41355.377
6452,Ethiopia,Female,2008,41560.859
6453,Ethiopia,Rural,2008,69451.069
6454,Ethiopia,Urban,2008,13733.823
6455,Ethiopia,Total,2009,85233.913
6456,Ethiopia,Male,2009,42517.094
6457,Ethiopia,Female,2009,42716.829
6458,Ethiopia,Rural,2009,70972.092
6459,Ethiopia,Urban,2009,14444.161
6460,Ethiopia,Total,2010,87639.964
6461,Ethiopia,Male,2010,43727.479
6462,Ethiopia,Female,2010,43912.483
6463,Ethiopia,Rural,2010,72513.53
6464,Ethiopia,Urban,2010,15189.14
6465,Ethiopia,Total,2011,90139.929
6466,Ethiopia,Male,2011,44989.927
6467,Ethiopia,Female,2011,45150.001
6468,Ethiopia,Rural,2011,74076.738
6469,Ethiopia,Urban,2011,15970.018
6470,Ethiopia,Total,2012,92726.985
6471,Ethiopia,Male,2012,46300.213
6472,Ethiopia,Female,2012,46426.769
6473,Ethiopia,Rural,2012,75656.319
6474,Ethiopia,Urban,2012,16787.864
6475,Ethiopia,Total,2013,95385.798
6476,Ethiopia,Male,2013,47648.725
6477,Ethiopia,Female,2013,47737.068
6478,Ethiopia,Rural,2013,77262.426
6479,Ethiopia,Urban,2013,17625.298
6480,Ethiopia,Total,2014,98094.265
6481,Ethiopia,Male,2014,49021.687
6482,Ethiopia,Female,2014,49072.577
6483,Ethiopia,Rural,2014,78869.363
6484,Ethiopia,Urban,2014,18497.411
6485,Ethiopia,Total,2015,100835.458
6486,Ethiopia,Male,2015,50408.589
6487,Ethiopia,Female,2015,50426.864
6488,Ethiopia,Rural,2015,80469.946
6489,Ethiopia,Urban,2015,19403.087
6490,Ethiopia,Total,2016,103603.462
6491,Ethiopia,Male,2016,51805.857
6492,Ethiopia,Female,2016,51797.604
6493,Ethiopia,Rural,2016,82059.981
6494,Ethiopia,Urban,2016,20343.215
6495,Ethiopia,Total,2017,106399.924
6496,Ethiopia,Male,2017,53214.725
6497,Ethiopia,Female,2017,53185.201
6498,Ethiopia,Rural,2017,83640.582
6499,Ethiopia,Urban,2017,21316.856
6500,Ethiopia,Total,2018,109224.414
6501,Ethiopia,Male,2018,54635.264
6502,Ethiopia,Female,2018,54589.146
6503,Ethiopia,Rural,2018,85207.113
6504,Ethiopia,Urban,2018,22327.769
6505,Falkland Islands (Malvinas),Total,2000,2.892
6506,Falkland Islands (Malvinas),Rural,2000,0.934
6507,Falkland Islands (Malvinas),Urban,2000,1.948
6508,Falkland Islands (Malvinas),Total,2001,2.931
6509,Falkland Islands (Malvinas),Rural,2001,0.923
6510,Falkland Islands (Malvinas),Urban,2001,2.001
6511,Falkland Islands (Malvinas),Total,2002,2.947
6512,Falkland Islands (Malvinas),Rural,2002,0.913
6513,Falkland Islands (Malvinas),Urban,2002,2.034
6514,Falkland Islands (Malvinas),Total,2003,2.957
6515,Falkland Islands (Malvinas),Rural,2003,0.896
6516,Falkland Islands (Malvinas),Urban,2003,2.055
6517,Falkland Islands (Malvinas),Total,2004,2.949
6518,Falkland Islands (Malvinas),Rural,2004,0.879
6519,Falkland Islands (Malvinas),Urban,2004,2.075
6520,Falkland Islands (Malvinas),Total,2005,2.935
6521,Falkland Islands (Malvinas),Rural,2005,0.857
6522,Falkland Islands (Malvinas),Urban,2005,2.082
6523,Falkland Islands (Malvinas),Total,2006,2.934
6524,Falkland Islands (Malvinas),Rural,2006,0.835
6525,Falkland Islands (Malvinas),Urban,2006,2.086
6526,Falkland Islands (Malvinas),Total,2007,2.937
6527,Falkland Islands (Malvinas),Rural,2007,0.814
6528,Falkland Islands (Malvinas),Urban,2007,2.093
6529,Falkland Islands (Malvinas),Total,2008,2.932
6530,Falkland Islands (Malvinas),Rural,2008,0.792
6531,Falkland Islands (Malvinas),Urban,2008,2.093
6532,Falkland Islands (Malvinas),Total,2009,2.917
6533,Falkland Islands (Malvinas),Rural,2009,0.771
6534,Falkland Islands (Malvinas),Urban,2009,2.096
6535,Falkland Islands (Malvinas),Total,2010,2.901
6536,Falkland Islands (Malvinas),Rural,2010,0.751
6537,Falkland Islands (Malvinas),Urban,2010,2.101
6538,Falkland Islands (Malvinas),Total,2011,2.873
6539,Falkland Islands (Malvinas),Rural,2011,0.737
6540,Falkland Islands (Malvinas),Urban,2011,2.119
6541,Falkland Islands (Malvinas),Total,2012,2.823
6542,Falkland Islands (Malvinas),Rural,2012,0.722
6543,Falkland Islands (Malvinas),Urban,2012,2.136
6544,Falkland Islands (Malvinas),Total,2013,2.794
6545,Falkland Islands (Malvinas),Rural,2013,0.71
6546,Falkland Islands (Malvinas),Urban,2013,2.16
6547,Falkland Islands (Malvinas),Total,2014,2.792
6548,Falkland Islands (Malvinas),Rural,2014,0.699
6549,Falkland Islands (Malvinas),Urban,2014,2.188
6550,Falkland Islands (Malvinas),Total,2015,2.834
6551,Falkland Islands (Malvinas),Rural,2015,0.688
6552,Falkland Islands (Malvinas),Urban,2015,2.21
6553,Falkland Islands (Malvinas),Total,2016,2.928
6554,Falkland Islands (Malvinas),Rural,2016,0.677
6555,Falkland Islands (Malvinas),Urban,2016,2.233
6556,Falkland Islands (Malvinas),Total,2017,3.068
6557,Falkland Islands (Malvinas),Rural,2017,0.663
6558,Falkland Islands (Malvinas),Urban,2017,2.247
6559,Falkland Islands (Malvinas),Total,2018,3.234
6560,Falkland Islands (Malvinas),Rural,2018,0.653
6561,Falkland Islands (Malvinas),Urban,2018,2.269
6562,Faroe Islands,Total,2000,46.735
6563,Faroe Islands,Rural,2000,30.086
6564,Faroe Islands,Urban,2000,17.172
6565,Faroe Islands,Total,2001,46.997
6566,Faroe Islands,Rural,2001,29.858
6567,Faroe Islands,Urban,2001,17.668
6568,Faroe Islands,Total,2002,47.233
6569,Faroe Islands,Rural,2002,29.606
6570,Faroe Islands,Urban,2002,18.163
6571,Faroe Islands,Total,2003,47.432
6572,Faroe Islands,Rural,2003,29.401
6573,Faroe Islands,Urban,2003,18.573
6574,Faroe Islands,Total,2004,47.6
6575,Faroe Islands,Rural,2004,29.248
6576,Faroe Islands,Urban,2004,18.895
6577,Faroe Islands,Total,2005,47.722
6578,Faroe Islands,Rural,2005,29.077
6579,Faroe Islands,Urban,2005,19.208
6580,Faroe Islands,Total,2006,47.792
6581,Faroe Islands,Rural,2006,28.959
6582,Faroe Islands,Urban,2006,19.424
6583,Faroe Islands,Total,2007,47.825
6584,Faroe Islands,Rural,2007,28.904
6585,Faroe Islands,Urban,2007,19.544
6586,Faroe Islands,Total,2008,47.82
6587,Faroe Islands,Rural,2008,28.831
6588,Faroe Islands,Urban,2008,19.654
6589,Faroe Islands,Total,2009,47.808
6590,Faroe Islands,Rural,2009,28.756
6591,Faroe Islands,Urban,2009,19.761
6592,Faroe Islands,Total,2010,47.814
6593,Faroe Islands,Rural,2010,28.68
6594,Faroe Islands,Urban,2010,19.87
6595,Faroe Islands,Total,2011,47.823
6596,Faroe Islands,Rural,2011,28.636
6597,Faroe Islands,Urban,2011,19.972
6598,Faroe Islands,Total,2012,47.843
6599,Faroe Islands,Rural,2012,28.603
6600,Faroe Islands,Urban,2012,20.063
6601,Faroe Islands,Total,2013,47.892
6602,Faroe Islands,Rural,2013,28.584
6603,Faroe Islands,Urban,2013,20.163
6604,Faroe Islands,Total,2014,47.96
6605,Faroe Islands,Rural,2014,28.572
6606,Faroe Islands,Urban,2014,20.27
6607,Faroe Islands,Total,2015,48.051
6608,Faroe Islands,Rural,2015,28.577
6609,Faroe Islands,Urban,2015,20.388
6610,Faroe Islands,Total,2016,48.173
6611,Faroe Islands,Rural,2016,28.598
6612,Faroe Islands,Urban,2016,20.519
6613,Faroe Islands,Total,2017,48.331
6614,Faroe Islands,Rural,2017,28.63
6615,Faroe Islands,Urban,2017,20.66
6616,Faroe Islands,Total,2018,48.497
6617,Faroe Islands,Rural,2018,28.672
6618,Faroe Islands,Urban,2018,20.817
6619,Fiji,Total,2000,811.006
6620,Fiji,Male,2000,411.976
6621,Fiji,Female,2000,399.035
6622,Fiji,Rural,2000,422.583
6623,Fiji,Urban,2000,388.64
6624,Fiji,Total,2001,813.925
6625,Fiji,Male,2001,413.675
6626,Fiji,Female,2001,400.248
6627,Fiji,Rural,2001,420.952
6628,Fiji,Urban,2001,393.266
6629,Fiji,Total,2002,815.257
6630,Fiji,Male,2002,414.677
6631,Fiji,Female,2002,400.58
6632,Fiji,Rural,2002,418.511
6633,Fiji,Urban,2002,397.18
6634,Fiji,Total,2003,816.076
6635,Fiji,Male,2003,415.48
6636,Fiji,Female,2003,400.598
6637,Fiji,Rural,2003,415.784
6638,Fiji,Urban,2003,400.844
6639,Fiji,Total,2004,817.86
6640,Fiji,Male,2004,416.77
6641,Fiji,Female,2004,401.094
6642,Fiji,Rural,2004,413.443
6643,Fiji,Urban,2004,404.911
6644,Fiji,Total,2005,821.604
6645,Fiji,Male,2005,419.008
6646,Fiji,Female,2005,402.598
6647,Fiji,Rural,2005,411.967
6648,Fiji,Urban,2005,409.85
6649,Fiji,Total,2006,827.87
6650,Fiji,Male,2006,422.455
6651,Fiji,Female,2006,405.414
6652,Fiji,Rural,2006,411.52
6653,Fiji,Urban,2006,415.891
6654,Fiji,Total,2007,836.19
6655,Fiji,Male,2007,426.903
6656,Fiji,Female,2007,409.282
6657,Fiji,Rural,2007,411.92
6658,Fiji,Urban,2007,422.892
6659,Fiji,Total,2008,845.361
6660,Fiji,Male,2008,431.69
6661,Fiji,Female,2008,413.666
6662,Fiji,Rural,2008,412.007
6663,Fiji,Urban,2008,431.333
6664,Fiji,Total,2009,853.637
6665,Fiji,Male,2009,435.917
6666,Fiji,Female,2009,417.719
6667,Fiji,Rural,2009,411.856
6668,Fiji,Urban,2009,440.111
6669,Fiji,Total,2010,859.818
6670,Fiji,Male,2010,438.943
6671,Fiji,Female,2010,420.873
6672,Fiji,Rural,2010,411.306
6673,Fiji,Urban,2010,448.644
6674,Fiji,Total,2011,863.449
6675,Fiji,Male,2011,440.532
6676,Fiji,Female,2011,422.919
6677,Fiji,Rural,2011,410.276
6678,Fiji,Urban,2011,456.81
6679,Fiji,Total,2012,865.069
6680,Fiji,Male,2012,440.958
6681,Fiji,Female,2012,424.107
6682,Fiji,Rural,2012,408.88
6683,Fiji,Urban,2012,464.716
6684,Fiji,Total,2013,865.608
6685,Fiji,Male,2013,440.759
6686,Fiji,Female,2013,424.843
6687,Fiji,Rural,2013,407.254
6688,Fiji,Urban,2013,472.461
6689,Fiji,Total,2014,866.453
6690,Fiji,Male,2014,440.707
6691,Fiji,Female,2014,425.74
6692,Fiji,Rural,2014,405.553
6693,Fiji,Urban,2014,480.253
6694,Fiji,Total,2015,868.627
6695,Fiji,Male,2015,441.372
6696,Fiji,Female,2015,427.26
6697,Fiji,Rural,2015,403.912
6698,Fiji,Urban,2015,488.237
6699,Fiji,Total,2016,872.399
6700,Fiji,Male,2016,442.913
6701,Fiji,Female,2016,429.493
6702,Fiji,Rural,2016,402.329
6703,Fiji,Urban,2016,496.431
6704,Fiji,Total,2017,877.459
6705,Fiji,Male,2017,445.15
6706,Fiji,Female,2017,432.31
6707,Fiji,Rural,2017,400.76
6708,Fiji,Urban,2017,504.742
6709,Fiji,Total,2018,883.483
6710,Fiji,Male,2018,447.925
6711,Fiji,Female,2018,435.565
6712,Fiji,Rural,2018,399.125
6713,Fiji,Urban,2018,513.116
6714,Finland,Total,2000,5187.954
6715,Finland,Male,2000,2532.578
6716,Finland,Female,2000,2655.375
6717,Finland,Rural,2000,924.351
6718,Finland,Urban,2000,4263.603
6719,Finland,Total,2001,5200.477
6720,Finland,Male,2001,2539.987
6721,Finland,Female,2001,2660.488
6722,Finland,Rural,2001,916.956
6723,Finland,Urban,2001,4283.523
6724,Finland,Total,2002,5213.366
6725,Finland,Male,2002,2547.616
6726,Finland,Female,2002,2665.752
6727,Finland,Rural,2002,912.167
6728,Finland,Urban,2002,4301.206
6729,Finland,Total,2003,5227.093
6730,Finland,Male,2003,2555.695
6731,Finland,Female,2003,2671.411
6732,Finland,Rural,2003,907.532
6733,Finland,Urban,2003,4319.571
6734,Finland,Total,2004,5242.17
6735,Finland,Male,2004,2564.439
6736,Finland,Female,2004,2677.736
6737,Finland,Rural,2004,903.126
6738,Finland,Urban,2004,4339.059
6739,Finland,Total,2005,5258.927
6740,Finland,Male,2005,2574.006
6741,Finland,Female,2005,2684.927
6742,Finland,Rural,2005,899.025
6743,Finland,Urban,2005,4359.902
6744,Finland,Total,2006,5277.491
6745,Finland,Male,2006,2584.452
6746,Finland,Female,2006,2693.038
6747,Finland,Rural,2006,895.236
6748,Finland,Urban,2006,4382.334
6749,Finland,Total,2007,5297.739
6750,Finland,Male,2007,2595.722
6751,Finland,Female,2007,2702.019
6752,Finland,Rural,2007,891.744
6753,Finland,Urban,2007,4406.27
6754,Finland,Total,2008,5319.449
6755,Finland,Male,2008,2607.73
6756,Finland,Female,2008,2711.722
6757,Finland,Rural,2008,888.472
6758,Finland,Urban,2008,4431.43
6759,Finland,Total,2009,5342.262
6760,Finland,Male,2009,2620.321
6761,Finland,Female,2009,2721.945
6762,Finland,Rural,2009,885.348
6763,Finland,Urban,2009,4457.298
6764,Finland,Total,2010,5365.782
6765,Finland,Male,2010,2633.331
6766,Finland,Female,2010,2732.453
6767,Finland,Rural,2010,870.88
6768,Finland,Urban,2010,4494.902
6769,Finland,Total,2011,5390.038
6770,Finland,Male,2011,2646.767
6771,Finland,Female,2011,2743.269
6772,Finland,Rural,2011,845.427
6773,Finland,Urban,2011,4543.815
6774,Finland,Total,2012,5414.77
6775,Finland,Male,2012,2660.498
6776,Finland,Female,2012,2754.271
6777,Finland,Rural,2012,820.527
6778,Finland,Urban,2012,4592.453
6779,Finland,Total,2013,5438.982
6780,Finland,Male,2013,2673.979
6781,Finland,Female,2013,2765.005
6782,Finland,Rural,2013,808.694
6783,Finland,Urban,2013,4627.922
6784,Finland,Total,2014,5461.411
6785,Finland,Male,2014,2686.518
6786,Finland,Female,2014,2774.892
6787,Finland,Rural,2014,809.393
6788,Finland,Urban,2014,4650.324
6789,Finland,Total,2015,5481.122
6790,Finland,Male,2015,2697.615
6791,Finland,Female,2015,2783.513
6792,Finland,Rural,2015,809.95
6793,Finland,Urban,2015,4672.016
6794,Finland,Total,2016,5497.713
6795,Finland,Male,2016,2707.044
6796,Finland,Female,2016,2790.67
6797,Finland,Rural,2016,810.329
6798,Finland,Urban,2016,4692.803
6799,Finland,Total,2017,5511.371
6800,Finland,Male,2017,2714.913
6801,Finland,Female,2017,2796.459
6802,Finland,Rural,2017,810.547
6803,Finland,Urban,2017,4712.684
6804,Finland,Total,2018,5522.576
6805,Finland,Male,2018,2721.488
6806,Finland,Female,2018,2801.097
6807,Finland,Rural,2018,810.217
6808,Finland,Urban,2018,4732.3
6809,France,Total,2000,59015.096
6810,France,Male,2000,28625.445
6811,France,Female,2000,30389.647
6812,France,Rural,2000,14382.604
6813,France,Urban,2000,45225.597
6814,France,Total,2001,59384.132
6815,France,Male,2001,28791.627
6816,France,Female,2001,30592.499
6817,France,Rural,2001,14302.809
6818,France,Urban,2001,45608.443
6819,France,Total,2002,59803.441
6820,France,Male,2002,28981.336
6821,France,Female,2002,30822.098
6822,France,Rural,2002,14224.922
6823,France,Urban,2002,46000.154
6824,France,Total,2003,60251.588
6825,France,Male,2003,29185.689
6826,France,Female,2003,31065.902
6827,France,Rural,2003,14149.19
6828,France,Urban,2003,46400.907
6829,France,Total,2004,60697.981
6830,France,Male,2004,29391.805
6831,France,Female,2004,31306.172
6832,France,Rural,2004,14075.407
6833,France,Urban,2004,46811.2
6834,France,Total,2005,61120.127
6835,France,Male,2005,29590.144
6836,France,Female,2005,31529.984
6837,France,Rural,2005,14003.975
6838,France,Urban,2005,47229.925
6839,France,Total,2006,61508.926
6840,France,Male,2006,29776.778
6841,France,Female,2006,31732.146
6842,France,Rural,2006,13934.413
6843,France,Urban,2006,47658.471
